modeoflearning,edlevel,yearscode,yearscodepro,devtype,languagehaveworkedwith,databasehaveworkedwith,platformhaveworkedwith,webframehaveworkedwith,newcollabtoolshaveworkedwith,opsyspersonal_use,opsysprofessionaluse,workexpyears,industry
Remote,Masters degree MA MS MEng MBA etc,4,-1,Project manager,Delphi,SQLite,Unknown,Unknown,Rad Studio Delphi C Builder,Windows,Unknown,10,Manufacturing
Inperson,Bachelors degree BA BS BEng etc,2,-1,Developer QA or test,HTMLCSSJavaScriptTypeScript,Firebase Realtime DatabaseMongoDB,FirebaseGoogle Cloud,AngularAngularJSNodejsReactWordPress,Visual Studio Code,Windows,Windows,-1,Unknown
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,26,23,Developer desktop or enterprise applications,CHTMLCSSPowerShellSQLVisual Basic Net,Microsoft AccessMicrosoft SQL ServerSQLite,Unknown,Unknown,NotepadVisual StudioVisual Studio Code,Windows,Windows,-1,Unknown
Remote,Some collegeuniversity study without earning a degree,5,3,Developer desktop or enterprise applications,BashShell all shellsJavaKotlinSQLTypeScript,PostgreSQL,Unknown,AngularNodejs,IntelliJ IDEASublime Text,iOSUbuntuWindows,Ubuntu,3,Software Development
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,10,6,Developer fullstack,C,Microsoft SQL ServerMongoDB,Google Cloud,ASPNET,NotepadVisual StudioVisual Studio Code,Windows,Windows,6,Other
Inperson,Secondary school eg American high school German Realschule or Gymnasium etc,7,0,Developer embedded applications or devices,BashShell all shellsCCGDScriptHaskellHTMLCSSJavaScriptLuaPythonRustSQLTypeScript,PostgreSQL,FlyioGoogle CloudRender,AstroExpressSvelte,CLionNeovim,Other Linuxbased,Other Linuxbased,1,Software Development
Remote,Masters degree MA MS MEng MBA etc,25,16,Developer fullstack,HTMLCSSJavaScriptPHPSQLTypeScript,MariaDBPostgreSQLSQLite,Unknown,FastAPIjQueryNodejsVuejs,NotepadPhpStormPyCharmVisual Studio Code,ArchWindows,Arch,-1,Unknown
Unknown,Secondary school eg American high school German Realschule or Gymnasium etc,25,16,Other please specify,Python,DynamodbPostgreSQLSQLite,Amazon Web Services AWS,Django,KateNanoPyCharm,Debian,Debian,-1,Unknown
Inperson,Bachelors degree BA BS BEng etc,4,3,Developer mobile,CDartGoKotlinPHPPythonSQL,MySQLSQLite,FirebaseGoogle CloudOpenStack,DjangoLaravel,SpyderSublime TextVisual Studio Code,AndroidiOS,AndroidiOSMacOSUbuntuWindows,3,Retail and Consumer Services
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,34,24,Developer backend,CSQLTypeScript,MySQL,Google Cloud,ASPNET CORE,Visual StudioVisual Studio Code,AndroidWindows,Windows,24,Manufacturing
Remote,Masters degree MA MS MEng MBA etc,40,34,Developer embedded applications or devices,AssemblyBashShell all shellsCCCPowerShellPythonSQL,Microsoft AccessMicrosoft SQL ServerMongoDBMySQLSQLite,Amazon Web Services AWSCloudflareGoogle CloudOracle Cloud Infrastructure OCIVMware,Unknown,BBEditCLionEclipseEmacsIntelliJ IDEAIPythonNotepadPyCharmVimVisual StudioVisual Studio CodeVSCodiumWebStormXcode,iOSMacOS,FedoraSolarisUbuntuWindows,37,Manufacturing
Remote,Secondary school eg American high school German Realschule or Gymnasium etc,5,1,Developer backend,BashShell all shellsGoHTMLCSSJavaScriptSQLTypeScript,MongoDBPostgreSQLRedisSQLite,Amazon Web Services AWSDigital OceanHetznerVercel,AstroExpressHtmxNodejsNuxtjsSolidjsSvelteVuejs,Visual Studio Code,Windows,WindowsWindows Subsystem for Linux WSL,-1,Unknown
Unknown,Primaryelementary school,2,-1,Student,HTMLCSSJavaScriptPython,Unknown,Unknown,WordPress,Visual StudioVisual Studio Code,Windows,Windows,-1,Unknown
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,36,28,Developer fullstack,CHTMLCSSJavaJavaScriptSQL,Microsoft SQL ServerOraclePostgreSQL,Unknown,ASPNETASPNET COREBlazorjQueryNodejsReact,EclipseNotepadVisual StudioVisual Studio Code,Windows,Unknown,28,Government
Inperson,Primaryelementary school,3,2,Developer fullstack,HTMLCSSJavaScriptSQLTypeScript,MongoDBPostgreSQLRedis,Amazon Web Services AWSDigital OceanRender,ExpressNodejs,Unknown,DebianUbuntuWindows,DebianUbuntu,2,Software Development
Inperson,Bachelors degree BA BS BEng etc,7,4,Developer backend,Python,MySQLPostgreSQL,Amazon Web Services AWS,Django,PyCharm,Ubuntu,Ubuntu,4,Transportation or Supply Chain
Unknown,Primaryelementary school,2,-1,Student,HTMLCSSJavaScript,Firebase Realtime Database,FirebaseNetlify,Vuejs,PyCharmSublime TextVisual Studio Code,Ubuntu,Ubuntu,-1,Unknown
Remote,Masters degree MA MS MEng MBA etc,10,7,Developer fullstack,BashShell all shellsHTMLCSSJavaScriptTypeScript,PostgreSQLSQLiteSupabase,Unknown,AstroFastifyGatsbyReactVuejs,NanoVisual Studio Code,UbuntuWindowsWindows Subsystem for Linux WSL,UbuntuWindowsWindows Subsystem for Linux WSL,-1,Unknown
Hybrid some remote some inperson,Professional degree JD MD PhD EdD etc,17,12,Academic researcher,BashShell all shellsPowerShell,MySQLPostgreSQL,VMware,Unknown,Visual Studio Code,Red HatUbuntuWindows,Red HatUbuntuWindows,12,Software Development
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,35,31,Developer fullstack,CHTMLCSSJavaScriptPowerShellSQL,Microsoft SQL ServerMySQL,Amazon Web Services AWS,AngularAngularJSASPNETASPNET CORE,NotepadVisual StudioVisual Studio Code,Windows,WindowsWindows Subsystem for Linux WSL,35,Software Development
Inperson,Bachelors degree BA BS BEng etc,16,10,Engineering manager,BashShell all shellsCGoHTMLCSSJavaScriptPowerShellPythonRustSQL,DynamodbMicrosoft SQL ServerMongoDBMySQLRedisSnowflake,Amazon Web Services AWSMicrosoft Azure,ASPNETFastAPIjQueryLaravelReact,Visual Studio Code,WindowsWindows Subsystem for Linux WSL,UbuntuWindows,15,BankingFinancial Services
Remote,Masters degree MA MS MEng MBA etc,3,3,Research  Development role,AssemblyBashShell all shellsHTMLCSSJavaJavaScriptKotlinPythonSQL,BigQueryMongoDBMySQLSQLite,Amazon Web Services AWSGoogle Cloud,FastAPIFlask,Android StudioNotepadPyCharmSublime TextVisual Studio Code,Windows,AndroidiOSMacOSWindows,4,Internet Telecomm or Information Services
Unknown,Bachelors degree BA BS BEng etc,15,-1,Developer fullstack,BashShell all shellsHTMLCSSJavaScriptPHPPowerShellPythonRustSQLTypeScript,MariaDBMongoDBMySQL,Digital OceanLinode now Akamai,FlaskNodejsWordPress,EclipseIntelliJ IDEAVim,DebianiOSOther LinuxbasedOther please specify,DebianiOSOther LinuxbasedOther please specify,-1,Unknown
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,29,-1,Engineering manager,BashShell all shellsGoPHPRustSQLTypeScript,MariaDBRedis,Amazon Web Services AWSCloudflareDigital Ocean,NestJS,NeovimPhpStormVisual Studio Code,ArchOther Linuxbased,Arch,25,Transportation or Supply Chain
Remote,Masters degree MA MS MEng MBA etc,25,19,Developer backend,BashShell all shellsGoHTMLCSSJavaJavaScriptKotlinPythonSQLTypeScript,DynamodbMySQLPostgreSQLSQLite,Amazon Web Services AWS,Vuejs,DataGripIntelliJ IDEANotepadVim,iOSMacOSWindows,MacOS,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,7,7,Developer backend,GoPython,ElasticsearchMongoDBPostgreSQLRedis,Amazon Web Services AWSMicrosoft Azure,DjangoFastAPIFlask,PyCharmVisual Studio Code,MacOS,MacOS,-1,Unknown
Remote,Associate degree AA AS etc,7,5,Developer fullstack,CGoHaskellHTMLCSSJavaScriptLuaRustTypeScript,Cloud FirestorePostgreSQL,Amazon Web Services AWSCloudflareLinode now Akamai,AngularASPNET COREFastifyHtmxNestJSNodejs,Android StudioNeovimVisual Studio Code,AndroidArch,Arch,5,Software Development
Inperson,Masters degree MA MS MEng MBA etc,9,5,Developer fullstack,HTMLCSSJavaScriptPHPSQL,MySQL,FirebaseMicrosoft AzureVercel,AngularjQueryNestJSNextjsNodejsReactStrapi,Visual StudioVisual Studio Code,WindowsWindows Subsystem for Linux WSL,Unknown,4,Media  Advertising Services
Unknown,Some collegeuniversity study without earning a degree,5,1,Developer game or graphics,HTMLCSSJavaScriptRustTypeScript,Unknown,Unknown,AngularReact,CLionIntelliJ IDEARiderVisual Studio Code,Arch,Arch,-1,Unknown
Unknown,Secondary school eg American high school German Realschule or Gymnasium etc,3,-1,Student,CCHTMLCSSJavaJavaScriptPHPPythonSQL,MariaDBMongoDBMySQLPostgreSQL,Vercel,DjangoExpressFlaskNextjsNodejsReactSpring BootSvelte,CLionEclipseIntelliJ IDEAJupyter NotebookJupyterLabPyCharmVisual Studio Code,AndroidWindows,Windows,-1,Unknown
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,7,2,Developer mobile,ObjectiveCSwift,Firebase Realtime DatabaseMariaDBMySQLSQLite,Amazon Web Services AWSCloudflareFirebase,Unknown,Visual Studio CodeXcode,AndroidArchiOSiPadOSMacOS,iOSiPadOSMacOS,10,Software Development
Inperson,Bachelors degree BA BS BEng etc,22,8,Developer backend,BashShell all shellsHTMLCSSPythonSQL,BigQueryMongoDBPostgreSQLRedis,Amazon Web Services AWSGoogle CloudVercel,FastAPIFlask,IPythonJupyter NotebookJupyterLabNeovimPyCharmVimVisual Studio Code,MacOSUbuntu,MacOS,8,Retail and Consumer Services
Inperson,Bachelors degree BA BS BEng etc,17,10,Developer fullstack,BashShell all shellsCHTMLCSSJavaJavaScriptPythonSQLTypeScript,MongoDBPostgreSQL,Amazon Web Services AWSMicrosoft Azure,ASPNETASPNET COREBlazorNodejsVuejs,RiderVisual StudioVisual Studio Code,MacOS,WindowsWindows Subsystem for Linux WSL,10,Manufacturing
Remote,Associate degree AA AS etc,23,13,Developer backend,GroovyHTMLCSSJavaJavaScript,MySQL,Amazon Web Services AWS,React,IntelliJ IDEANotepad,Windows,Windows,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,10,9,Developer fullstack,TypeScript,MongoDB,Amazon Web Services AWS,Angular,Sublime TextVisual Studio Code,AndroidiOS,AndroidiOS,10,Software Development
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,17,4,Developer desktop or enterprise applications,BashShell all shellsCCGroovyJavaPython,Unknown,Amazon Web Services AWS,Unknown,Android StudioNanoQt CreatorVisual StudioVisual Studio Code,AndroidUbuntuWindows,AndroidDebianOther LinuxbasedUbuntuWindows,-1,Unknown
Remote,Secondary school eg American high school German Realschule or Gymnasium etc,4,-1,Student,BashShell all shellsGDScriptGoHTMLCSSJavaScriptLuaPythonSQLTypeScript,PostgreSQLSQLite,Amazon Web Services AWSDigital OceanLinode now AkamaiVercel,HtmxNodejsSvelte,Neovim,FedoraMacOS,FedoraMacOS,-1,Unknown
Remote,Masters degree MA MS MEng MBA etc,10,-1,Product manager,C,Microsoft SQL Server,Microsoft Azure,Angular,Visual StudioVisual Studio Code,Red HatWindows,Red HatWindows,-1,Unknown
Unknown,Some collegeuniversity study without earning a degree,10,-1,Unknown,Rust,Unknown,Unknown,Unknown,HelixNeovim,Arch,Unknown,-1,Unknown
Hybrid some remote some inperson,Professional degree JD MD PhD EdD etc,17,-1,Academic researcher,CHTMLCSSJavaScriptPython,CassandraCouch DBDynamodbMongoDBMySQLPostgreSQLRedisSQLite,Amazon Web Services AWS,AngularDjangoExpressjQueryLaravelNodejs,DataGripNetbeansNotepadPhpStormPyCharmSublime TextVimVisual StudioWebStorm,MacOSUbuntu,MacOSUbuntu,-1,Unknown
Inperson,Bachelors degree BA BS BEng etc,11,9,Developer frontend,HTMLCSSJavaScriptPHPSQL,MongoDBMySQLPostgreSQLSQLite,NetlifyRenderVercel,ExpressReact,PhpStorm,Windows,UbuntuWindows,10,Software Development
Inperson,Some collegeuniversity study without earning a degree,40,26,Developer desktop or enterprise applications,DelphiSQL,Microsoft SQL Server,VMware,Unknown,Rad Studio Delphi C Builder,Windows,Windows,26,Software Development
Inperson,Masters degree MA MS MEng MBA etc,2,0,Project manager,BashShell all shellsHTMLCSSJavaScriptTypeScript,Supabase,Microsoft AzureVercel,Svelte,Visual Studio Code,AndroidMacOS,MacOSWindows,12,Government
Inperson,Some collegeuniversity study without earning a degree,21,0,Developer fullstack,AdaBashShell all shellsCHTMLCSSJavaScriptPythonSQL,MySQLSQLite,Unknown,DjangojQuery,Vim,Arch,Windows Subsystem for Linux WSL,3,Other
Unknown,Some collegeuniversity study without earning a degree,5,4,Developer fullstack,AssemblyBashShell all shellsCCCGoHTMLCSSJavaScriptKotlinLuaPythonRustSQLTypeScript,MongoDBPostgreSQLRedisSQLiteSupabase,CloudflareHerokuNetlifyRenderSupabaseVercel,ASPNETASPNET COREDjangoExpressNextjsNodejsReact,Android StudioHelixNeovimVimVisual Studio Code,Other please specify,Other please specify,-1,Unknown
Remote,Masters degree MA MS MEng MBA etc,22,17,Developer fullstack,JavaJavaScriptSQL,CouchbaseElasticsearchMySQLPostgreSQLRedis,Amazon Web Services AWSHetznerMicrosoft Azure,Spring Boot,IntelliJ IDEA,MacOS,MacOS,17,Software Development
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,7,3,Developer fullstack,CCGoHTMLCSSJavaScriptTypeScriptVisual Basic Net,Cloud FirestoreDynamodbMariaDBMongoDBPostgreSQLSQLite,Google CloudMicrosoft AzureNetlifyVercel,AngularAngularJSASPNETDjangoExpressFastAPIFlaskjQueryNodejsReactSvelteVuejsWordPress,Android StudioCodeBlocksEclipseIntelliJ IDEANetbeansNotepadSpyderSublime TextVisual StudioVisual Studio CodeVSCodiumXcode,AndroidArchChromeOSDebianiPadOSMacOSRed HatUbuntuWindows,AndroidDebianFedoraMacOSOther LinuxbasedRed HatSolarisUbuntuWindowsWindows Subsystem for Linux WSL,4,Software Development
Remote,Secondary school eg American high school German Realschule or Gymnasium etc,5,1,Developer desktop or enterprise applications,CHTMLCSSJavaScript,Microsoft SQL Server,Unknown,ASPNETASPNET COREjQuery,Android StudioVisual StudioVisual Studio Code,Windows,Ubuntu,-1,Unknown
Hybrid some remote some inperson,Secondary school eg American high school German Realschule or Gymnasium etc,25,-1,Other please specify,BashShell all shellsCHTMLCSSJavaScriptPowerShellSQLTypeScriptVBA,Cosmos DBMicrosoft SQL ServerPostgreSQLRedis,Amazon Web Services AWSGoogle CloudManaged HostingMicrosoft Azure,AngularASPNETASPNET COREBlazorFastAPINestJSNextjsReact,IntelliJ IDEANotepadVisual StudioVisual Studio Code,Windows,Windows,25,BankingFinancial Services
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,12,9,Developer fullstack,JavaPythonSQLTypeScript,DynamodbMariaDB,Amazon Web Services AWS,ExpressNodejsReact,IntelliJ IDEAVisual Studio Code,MacOS,MacOS,9,Computer Systems Design and Services
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,5,4,Developer fullstack,HTMLCSSJavaScriptPythonTypeScript,MongoDB,Amazon Web Services AWSCloudflareDigital OceanNetlify,FlaskjQueryReact,Android StudioIntelliJ IDEANanoPyCharmVimVisual Studio CodeXcode,MacOS,MacOSUbuntu,4,Higher Education
Inperson,Bachelors degree BA BS BEng etc,12,7,Developer fullstack,BashShell all shellsGroovyHTMLCSSJavaLispPerlPythonSQL,OraclePostgreSQL,Amazon Web Services AWS,Unknown,EmacsIntelliJ IDEAVisual Studio Code,MacOS,Red HatWindows,7,Software Development
Remote,Masters degree MA MS MEng MBA etc,5,3,Developer fullstack,HTMLCSSJavaJavaScriptPHPSQL,ElasticsearchMicrosoft SQL ServerMongoDBMySQL,Unknown,jQueryNodejsReactSpring Boot,EclipseNotepadVisual Studio Code,Windows,Windows,3,Software Development
Inperson,Masters degree MA MS MEng MBA etc,9,3,Developer mobile,Swift,MySQLSQLite,Amazon Web Services AWSFirebaseGoogle CloudMicrosoft Azure,Unknown,Xcode,iOSiPadOSMacOS,iOSiPadOSMacOS,3,Software Development
Remote,Bachelors degree BA BS BEng etc,12,7,Developer backend,CPowerShellSQL,Microsoft SQL Server,Unknown,ASPNET CORE,RiderVisual StudioVisual Studio Code,Windows,WindowsWindows Subsystem for Linux WSL,7,BankingFinancial Services
Remote,Primaryelementary school,4,4,Developer fullstack,BashShell all shellsHTMLCSSJavaScriptPythonSoliditySQLTypeScript,MySQLPostgreSQLRedis,Amazon Web Services AWSCloudflareDigital OceanFirebaseLinode now Akamai,DjangoExpressFlaskjQueryNestJSNextjsNodejsReactWordPress,Android StudioNeovimVimVisual Studio Code,AndroidDebianUbuntuWindowsWindows Subsystem for Linux WSL,AndroidDebianUbuntuWindowsWindows Subsystem for Linux WSL,-1,Unknown
Inperson,Associate degree AA AS etc,3,1,Developer desktop or enterprise applications,JavaKotlin,Cloud FirestoreMySQL,Firebase,Unknown,Android StudioEclipseNetbeansNotepadVisual Studio Code,UbuntuWindows,UbuntuWindows,1,Other
Remote,Masters degree MA MS MEng MBA etc,24,12,Developer fullstack,JavaScriptPythonTypeScript,MariaDBPostgreSQLRedis,Amazon Web Services AWSMicrosoft Azure,AngularDjangoReact,NeovimNotepadSublime TextVimVisual Studio Code,WindowsWindows Subsystem for Linux WSL,WindowsWindows Subsystem for Linux WSL,-1,Unknown
Unknown,Bachelors degree BA BS BEng etc,4,0,Developer fullstack,HTMLCSSJavaScriptSQLTypeScript,MongoDBMySQLPostgreSQLSQLiteSupabase,FirebaseHerokuNetlifyRenderSupabaseVercel,ExpressjQueryNestJSNextjsNodejsReactSolidjs,NeovimVisual Studio Code,AndroidWindowsWindows Subsystem for Linux WSL,Unknown,1,Software Development
Hybrid some remote some inperson,Associate degree AA AS etc,22,16,Developer fullstack,CHTMLCSSJavaJavaScriptPHPPowerShellSQLTypeScript,Microsoft SQL ServerMySQLOraclePostgreSQL,Digital OceanMicrosoft AzureOpenShift,ASPNETASPNET COREBlazorLaravelReactSpring Boot,IntelliJ IDEANotepadPhpStormRiderVisual StudioVisual Studio CodeWebStorm,Windows,Unknown,16,Software Development
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,10,8,Developer fullstack,BashShell all shellsGroovyHTMLCSSJavaJavaScriptKotlinSQLTypeScript,PostgreSQL,Amazon Web Services AWS,AngularNodejs,IntelliJ IDEANanoVisual Studio Code,DebianMacOSWindows,MacOS,8,Transportation or Supply Chain
Remote,Masters degree MA MS MEng MBA etc,10,0,Developer mobile,Swift,Unknown,Amazon Web Services AWSFirebase,Svelte,FleetVimVisual Studio CodeXcode,iOSMacOS,iOSiPadOSMacOS,1,Other
Remote,Masters degree MA MS MEng MBA etc,24,20,Developer fullstack,CSQLTypeScript,Microsoft SQL ServerOracle,Unknown,AngularASPNET CORE,Visual StudioVisual Studio Code,Windows,Windows,20,Transportation or Supply Chain
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,6,2,Academic researcher,CGoHTMLCSSJavaJavaScriptKotlinPythonSQLTypeScript,MongoDBMySQLPostgreSQLSQLite,Google Cloud,AngularDjangoFlaskSpring BootVuejs,IntelliJ IDEAPyCharmVisual Studio CodeWebStorm,Ubuntu,Ubuntu,-1,Unknown
Inperson,Bachelors degree BA BS BEng etc,8,4,Data scientist or machine learning specialist,CHTMLCSSPythonR,BigQueryMariaDBMySQLSQLite,Amazon Web Services AWSGoogle CloudMicrosoft Azure,DjangoFlaskWordPress,Android StudioIPythonJupyter NotebookJupyterLabRStudioVisual Studio,AndroidiOSOther LinuxbasedUbuntuWindows,AndroidiOSOther LinuxbasedUbuntuWindows,4,Software Development
Remote,Masters degree MA MS MEng MBA etc,16,13,Developer fullstack,AdaBashShell all shellsCCCFHTMLCSSJavaJavaScriptMATLABPowerShellPythonSQLTypeScript,Cosmos DBDatabricks SQLElasticsearchMicrosoft SQL ServerMongoDBOracleRavenDBRedisSnowflakeSQLite,Microsoft Azure,AngularAngularJSASPNETASPNET COREExpressjQueryNodejsReact,Android StudioVisual StudioVisual Studio Code,MacOSWindows,Unknown,13,Transportation or Supply Chain
Unknown,Primaryelementary school,28,-1,Other please specify,Java,Unknown,Unknown,Unknown,EclipseNotepad,Debian,Debian,-1,Unknown
Inperson,Bachelors degree BA BS BEng etc,8,3,Developer embedded applications or devices,AssemblyBashShell all shellsCDelphiPython,Unknown,Unknown,Unknown,NeovimVimVisual StudioVisual Studio Code,AndroidArchiPadOSUbuntuWindowsWindows Subsystem for Linux WSL,UbuntuWindows,3,Software Development
Remote,Professional degree JD MD PhD EdD etc,15,4,Engineering manager,CHTMLCSSJavaScriptPythonSQLTypeScript,PostgreSQLRedis,Amazon Web Services AWSCloudflareMicrosoft Azure,FlaskNodejsReact,NotepadPyCharmVimVisual Studio Code,AndroidMacOS,MacOSUbuntuWindowsWindows Subsystem for Linux WSL,10,Software Development
Remote,Masters degree MA MS MEng MBA etc,44,-1,System administrator,BashShell all shellsC,ElasticsearchMariaDBPostgreSQL,Amazon Web Services AWSMicrosoft Azure,Unknown,NotepadVisual Studio Code,Red HatSolarisWindows,Red Hat,45,Computer Systems Design and Services
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,12,9,Developer backend,BashShell all shellsJavaKotlinScalaSQLTypeScript,MongoDBPostgreSQL,Amazon Web Services AWS,React,Android StudioIntelliJ IDEANeovimVimVisual Studio Code,AndroidArchFedora,Fedora,12,Software Development
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,48,35,Developer embedded applications or devices,AssemblyBashShell all shellsCCJavaPythonRust,Unknown,Unknown,Unknown,EclipseGeanyNotepad,ArchUbuntu,Windows,-1,Unknown
